CustomerID,frequency,recency,T,monetary_value
18142,1,58,215,737.04
18143,1,25,141,519.98
18144,17,717,724,252.6735294
18145,10,720,732,530.004
18146,1,80,220,83.7
18147,1,63,108,80.46
18149,6,585,635,198.77
18150,2,169,201,169.5
18151,5,511,645,263.048
18154,4,487,490,185.825
18155,2,216,291,128.845
18156,1,357,369,488.76
18158,1,79,88,109.6
18160,2,329,386,319.03
18161,5,364,379,323.738
18167,2,82,105,443.19
18168,15,561,737,211.8586667
18170,8,668,701,327.45125
18171,8,646,704,266.88875
18172,34,715,729,506.8864706
18173,4,526,612,526.71
18174,1,596,603,104
18177,8,694,725,235.2275
18178,10,532,660,561.807
18179,7,655,664,320.4528571
18180,5,138,142,308.62
18181,4,712,736,222.3375
18183,1,47,274,319.27
18188,5,608,623,596.168
18189,2,548,625,545.12
18190,4,526,718,138.3
18191,1,216,477,207.8
18193,2,277,442,261.6
18194,5,599,681,706.344
18196,3,537,632,388.0866667
18198,16,332,336,320.31375
18202,1,112,311,911.26
18203,3,575,732,127.8133333
18204,2,121,192,717.185
18205,1,38,74,291.6
18210,6,381,382,436.8966667
18211,4,253,278,115.5425
18212,1,352,678,216.07
18214,3,24,554,352.2633333
18215,4,534,623,362.235
18217,3,497,526,214.7333333
18218,3,450,661,273.3066667
18219,15,731,733,213.3986667
18220,5,499,725,333.624
18221,5,368,390,208.322
18223,24,732,736,533.9870833
18225,24,733,736,539.8041667
18226,24,600,644,477.3929167
18227,1,267,484,93.75
18228,1,23,79,359.51
18229,26,726,737,375.7503846
18230,8,516,525,500.3825
18231,24,507,699,274.41125
18232,3,116,197,161.7066667
18235,2,146,217,683.01
18236,9,574,603,173.19
18237,4,132,134,165.93
18239,5,204,422,312.322
18241,20,608,617,138.5345
18242,6,626,698,546.445
18244,1,72,502,265.84
18245,14,634,641,429.5864286
18246,2,586,609,298.05
18247,2,217,631,326.865
18248,1,64,186,307.56
18251,7,631,718,3284.854286
18252,6,672,722,192.8066667
18255,1,367,456,103.3
18257,10,621,660,423.977
18258,4,108,572,296.22
18259,6,708,732,597.5833333
18260,21,553,725,458.9942857
18261,1,52,95,99.44
18262,2,462,602,187.74
18263,2,227,252,452.78
18265,1,86,158,312.96
18268,5,595,729,223.01
18270,2,394,432,141.575
18271,1,123,732,488.3
18272,8,643,645,468.8725
18273,3,588,590,68
18275,1,154,732,369.21
18276,5,687,730,287.694
18277,3,436,494,280.97
18278,1,331,404,173.9
18280,1,117,394,180.6
18281,1,397,577,80.82
18282,1,119,126,77.84
18283,18,656,659,142.6666667
18286,1,248,724,833.48
18287,5,529,571,622.276
